"tripduration","start_time","end_time","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender","bike type"
1132,"2019-04-22 19:53:09.6600","2019-04-22 20:12:02.5230",184,"S 5th Street & Nicollet Mall",44.97866517955856,-93.270503282547,10,"Midtown Exchange",44.94859,-93.2602,1383,"Subscriber",1975,1,"Classic"
174,"2019-04-22 19:55:40.1590","2019-04-22 19:58:34.9900",209,"Willey Hall",44.972404,-93.242891,29,"4th Street S & 19th Ave",44.97003,-93.24519,1710,"Subscriber",1986,1,"Classic"
1227,"2019-04-22 20:00:02.2110","2019-04-22 20:20:30.1530",29,"4th Street S & 19th Ave",44.97003,-93.24519,85,"Midtown YWCA",44.94823,-93.24054,1710,"Subscriber",1986,1,"Classic"
845,"2019-04-22 20:00:55.7980","2019-04-22 20:15:01.6490",210,"Civil Engineering",44.976096,-93.231958,92,"6th Ave SE & University Ave",44.983281,-93.24812,341,"Subscriber",1998,2,"Classic"
615,"2019-04-22 20:02:35.8090","2019-04-22 20:12:51.2070",190,"Weisman Art Museum",44.973428353028844,-93.23731899261473,2,"100 Main Street SE",44.984892,-93.256551,432,"Subscriber",1956,1,"Classic"
440,"2019-04-22 20:03:05.9690","2019-04-22 20:10:26.8240",211,"15th Ave SE & SE 4th Street",44.97995059557327,-93.23478698730469,35,"Oak Street Ramp",44.971931215806364,-93.22697639465332,180,"Customer",1969,0,"Classic"
1350,"2019-04-22 20:06:32.2880","2019-04-22 20:29:02.5960",180,"Lake Street & Knox Ave S",44.94870255723884,-93.30621153116226,180,"Lake Street & Knox Ave S",44.94870255723884,-93.30621153116226,1924,"Customer",1964,1,"Classic"
517,"2019-04-22 20:07:08.7470","2019-04-22 20:15:46.6670",206,"Cooke Hall",44.976303,-93.230029,113,"15th Ave SE & Como Ave SE",44.987517,-93.230469,1850,"Customer",1985,1,"Classic"
1923,"2019-04-22 20:09:44.3900","2019-04-22 20:41:47.7060",94,"Portland Ave & Washington Ave",44.978209822323755,-93.26023042201996,156,"Lake Nokomis",44.915957,-93.242761,238,"Subscriber",1961,1,"Classic"
502,"2019-04-22 20:10:45.0990","2019-04-22 20:19:08.0140",211,"15th Ave SE & SE 4th Street",44.97995059557327,-93.23478698730469,225,"SE 4th Street & SE 3rd Ave",44.986531,-93.250649,1013,"Subscriber",1997,2,"Classic"
195,"2019-04-22 20:16:41.6830","2019-04-22 20:19:56.9850",38,"4th Street & 17th Ave SE",44.97913,-93.23189,210,"Civil Engineering",44.976096,-93.231958,343,"Customer",1957,1,"Classic"
617,"2019-04-22 20:18:22.1720","2019-04-22 20:28:39.4920",8,"YWCA Downtown",44.972217,-93.276435,148,"Chicago Ave & S Washington Ave",44.977424322594445,-93.25676500797272,1299,"Subscriber",1986,1,"Classic"
3294,"2019-04-22 20:21:09.8860","2019-04-22 21:16:04.6040",222,"30th Ave SE & SE 4th Street",44.97141887850372,-93.21342319250107,222,"30th Ave SE & SE 4th Street",44.97141887850372,-93.21342319250107,1588,"Customer",1969,0,"Classic"
3219,"2019-04-22 20:21:10.6670","2019-04-22 21:14:50.3040",222,"30th Ave SE & SE 4th Street",44.97141887850372,-93.21342319250107,222,"30th Ave SE & SE 4th Street",44.97141887850372,-93.21342319250107,276,"Customer",1969,0,"Classic"
3254,"2019-04-22 20:21:15.0590","2019-04-22 21:15:29.6060",222,"30th Ave SE & SE 4th Street",44.97141887850372,-93.21342319250107,222,"30th Ave SE & SE 4th Street",44.97141887850372,-93.21342319250107,901,"Customer",1969,0,"Classic"
3223,"2019-04-22 20:21:15.3770","2019-04-22 21:14:59.1420",222,"30th Ave SE & SE 4th Street",44.97141887850372,-93.21342319250107,222,"30th Ave SE & SE 4th Street",44.97141887850372,-93.21342319250107,487,"Customer",1969,0,"Classic"
