"tripduration","start_time","end_time","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender","bike type"
701,"2018-11-01 19:15:45.9880","2018-11-01 19:27:27.8300",208,"23rd Ave SE & University Ave SE",44.974397,-93.223002,92,"6th Ave SE & University Ave",44.983281,-93.24812,49,"Subscriber",1991,0,"Classic"
416,"2018-11-02 06:47:06.4920","2018-11-02 06:54:03.0410",92,"6th Ave SE & University Ave",44.983281,-93.24812,29,"4th Street S & 19th Ave",44.97003,-93.24519,49,"Customer",1994,1,"Classic"
297,"2018-11-02 09:00:33.0090","2018-11-02 09:05:30.3530",29,"4th Street S & 19th Ave",44.97003,-93.24519,27,"Williamson Hall",44.977406,-93.234911,49,"Customer",1996,1,"Classic"
149,"2018-11-01 03:10:41.4180","2018-11-01 03:13:11.0320",189,"Delaware Street SE & 26th Ave SE",44.972128,-93.221021,61,"McNamara Center",44.9743,-93.22854,50,"Customer",1996,1,"Classic"
364,"2018-11-01 12:38:29.2150","2018-11-01 12:44:33.8810",61,"McNamara Center",44.9743,-93.22854,21,"Social Sciences",44.97063897849033,-93.24355244636536,50,"Customer",1969,0,"Classic"
320,"2018-11-01 16:58:25.5110","2018-11-01 17:03:46.2570",21,"Social Sciences",44.97063897849033,-93.24355244636536,120,"Washington Ave SE & Union Street SE",44.97394,-93.2321,50,"Subscriber",1992,2,"Classic"
196,"2018-11-01 23:00:38.8510","2018-11-01 23:03:55.1700",120,"Washington Ave SE & Union Street SE",44.97394,-93.2321,209,"Willey Hall",44.972404,-93.242891,50,"Subscriber",1998,1,"Classic"
315,"2018-11-02 12:40:36.9800","2018-11-02 12:45:52.7150",209,"Willey Hall",44.972404,-93.242891,27,"Williamson Hall",44.977406,-93.234911,50,"Subscriber",1951,1,"Classic"
657,"2018-11-02 17:38:00.0170","2018-11-02 17:48:57.1770",27,"Williamson Hall",44.977406,-93.234911,112,"Como Ave SE & 29th Ave SE",44.987934,-93.212892,50,"Customer",1978,1,"Classic"
668,"2018-11-01 09:25:52.0880","2018-11-01 09:37:00.9640",20,"MCAD",44.957214,-93.274981,48,"26th Street & Hennepin",44.9554734,-93.29714298,52,"Customer",1998,2,"Classic"
513,"2018-11-02 10:46:01.0930","2018-11-02 10:54:34.5410",48,"26th Street & Hennepin",44.9554734,-93.29714298,47,"Lake Street & Humboldt",44.94865,-93.30077,52,"Customer",1979,2,"Classic"
233,"2018-11-01 08:53:31.6530","2018-11-01 08:57:25.1000",94,"Portland Ave & Washington Ave",44.978209822323755,-93.26023042201996,30,"Washington & Marquette",44.98101454012148,-93.2668849825859,53,"Customer",1992,1,"Classic"
794,"2018-11-02 18:20:13.8720","2018-11-02 18:33:28.4460",30,"Washington & Marquette",44.98101454012148,-93.2668849825859,65,"Nicollet & Franklin",44.96342,-93.277939,53,"Subscriber",1979,1,"Classic"
431,"2018-11-03 08:44:20.1100","2018-11-03 08:51:31.7970",65,"Nicollet & Franklin",44.96342,-93.277939,46,"IDS Center",44.9756749342888,-93.27219977974892,53,"Customer",1986,1,"Classic"
