station_id,station_name,station_lat,station_lng
00002,100 Main Street SE,44.984892,-93.256551
00003,25th Street & 33rd Ave S,44.957341,-93.223374
00004,Riverside Ave & 23rd Ave S,44.967115,-93.240149
00005,Plymouth Ave N &  N Oliver Ave,44.991412,-93.306269
00006,11th Street & Hennepin,44.97528833504171,-93.27881745994091
00007,Hennepin & Central Avenue NE,44.98896097961248,-93.2538078725338
00008,YWCA Downtown,44.972217,-93.276435
00009,9th Street & 4th Ave,44.972665557958784,-93.26874911785126
00010,Midtown Exchange,44.94859,-93.2602
00011,4th Street & 13th Ave SE,44.98102,-93.23746
00012,Hennepin & Laurel Ave,44.97395063410016,-93.2830922305584
00013,North 2nd Street & 4th Ave N,44.986087,-93.272459
00014,Mpls Convention Center,44.970035544925544,-93.27581137418746
00015,Lyndale Ave S & W 29th Street,44.94950363655845,-93.28822329640388
00016,22nd Ave S & Franklin Ave,44.96293,-93.241042
00017,Washington & Cedar,44.97344,-93.24748
00018,Walker Art Center,44.967103678290506,-93.28907489776611
00019,Lyndale Ave S & 22nd Street ,44.9608172131794,-93.28814283013344
00020,MCAD,44.957214,-93.274981
00021,Social Sciences,44.97063897849033,-93.24355244636536
00022,YWCA Uptown,44.95131,-93.29853
00023,2nd Ave N & Washington Ave N,44.983800030709666,-93.27103167772293
00024,26th Street & Lyndale,44.955653730924965,-93.28848481178284
00025,Chicago & 27th Street,44.95355,-93.26259
00026,Coffman Union,44.973378,-93.234762
00027,Williamson Hall,44.977406,-93.234911
00028,Mayo Memorial Building,44.97209,-93.23206
00029,4th Street S & 19th Ave,44.97003,-93.24519
00030,Washington & Marquette,44.98101454012148,-93.2668849825859
00031,Hennepin County Government Center,44.976602,-93.266701
00034,Franklin & 11th Ave,44.96256895253962,-93.25830459594727
00035,Oak Street Ramp,44.971470112439945,-93.22594106197357
00036,South 2nd Street & 3rd Ave S,44.98096183249473,-93.26354429125784
00037,23rd Ave SE & 6th Street SE,44.977028,-93.221639
00038,4th Street & 17th Ave SE,44.97913,-93.23189
00039,Loring Park,44.9715,-93.284927
00041,Currie Park,44.969225,-93.251136
00042,E Franklin Ave & Bloomington Ave S,44.96285416262351,-93.25219452381134
00043,Nicollet Mall & 10th Street,44.973839,-93.274544
